Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
1129	13-N-21	426	69	105	4	4	0	1	4	1	0
1129	12-O-5	204	156	42	7	8	4	2	1	0	0

1130	13-N-15	728	364	160	9	5	8	14	3	7	2
1130	13-N-21	426	69	105	4	4	0	1	4	1	0
1130	11-N-4	764	470	18	5	9	0	0	0	0	0

1131	13-N-15	728	364	160	9	5	8	14	3	7	2
1131	13-N-21	426	69	105	4	4	0	1	4	1	0
1131	13-N-5	35	11	33	0	0	0	0	0	0	0

1132	13-N-15	728	364	160	9	5	8	14	3	7	2
1132	13-N-21	426	69	105	4	4	0	1	4	1	0
1132	13-N-4	71	67	96	0	3	4	0	0	0	0

1133	13-N-15	728	364	160	9	5	8	14	3	7	2
1133	13-N-21	426	69	105	4	4	0	1	4	1	0
1133	13-P-1	244	40	18	1	16	21	0	14	0	6

1134	13-N-15	728	364	160	9	5	8	14	3	7	2
1134	13-N-21	426	69	105	4	4	0	1	4	1	0
1134	13-O-7	590	498	67	10	21	19	12	8	7	1

1135	13-N-15	728	364	160	9	5	8	14	3	7	2
1135	13-N-21	426	69	105	4	4	0	1	4	1	0
1135	13-P-10	30	15	12	0	12	12	0	7	2	1

1136	13-N-15	728	364	160	9	5	8	14	3	7	2
1136	13-N-21	426	69	105	4	4	0	1	4	1	0
1136	Holden_Lake	27	294	7	24	2	0	2	1	3	0

1137	13-N-15	728	364	160	9	5	8	14	3	7	2
1137	13-N-21	426	69	105	4	4	0	1	4	1	0
1137	13-O-11	35	65	24	0	0	2	0	1	0	1

1138	13-N-15	728	364	160	9	5	8	14	3	7	2
1138	13-N-21	426	69	105	4	4	0	1	4	1	0
1138	13-N-16	42	56	69	0	1	3	0	0	0	0

1139	13-N-15	728	364	160	9	5	8	14	3	7	2
1139	13-N-21	426	69	105	4	4	0	1	4	1	0
1139	13-P-8	83	25	43	0	18	17	0	3	0	3

